ch_Species Arho Brho n Acp Bcp Ccp Dcp
1-methyl-6-ethylnaphthalene 0.2633 0.2213 0.2684 120.958 1.2467 -0.0026143 2.3985e-06 
1-methyl-7-ethylnaphthalene 0.2579 0.2096 0.2917 80.315 1.4884 -0.0030817 2.7042e-06 
2-methyl-7-ethylnaphthalene 0.2652 0.2284 0.2563 143.178 1.1585 -0.0024627 2.3349e-06 
2-methyl-8-ethylnaphthalene 0.2948 0.2443 0.2857 118.188 1.2634 -0.0026619 2.4487e-06 
1-methyl-8-ethylnaphthalene 0.2948 0.2449 0.2857 122.779 1.2357 -0.0025832 2.3659e-06 
2-propylnaphthalene 0.2647 0.2262 0.2587 205.25 0.5761 -0.0012466 1.4467e-06 
1-propylnaphthalene 0.2674 0.2299 0.2527 206.25 0.5681 -0.0012316 1.4396e-06 
1,2,6-trimethylnaphthalene 0.2948 0.2453 0.2857 201.107 0.6036 -0.0012971 1.4657e-06 
1,4,6-trimethylnaphthalene 0.2948 0.2434 0.2857 121.9 1.2351 -0.0025744 2.3491e-06 
1,2,3-trimethylnaphthalene 0.2948 0.2457 0.2857 161.025 0.9976 -0.0020973 2.0144e-06 
2,3,6-trimethylnaphthalene 0.2948 0.2433 0.2857 76.117 1.5032 -0.003081 2.6685e-06 
1,2,4-trimethylnaphthalene 0.2948 0.2456 0.2857 139.666 1.1289 -0.0023516 2.18e-06 
1,2,5-trimethylnaphthalene 0.2948 0.2453 0.2857 154.454 1.0374 -0.0021862 2.0879e-06 
1,6,7-trimethylnaphthalene 0.2948 0.2437 0.2857 160.095 1.0014 -0.0021195 2.0504e-06 
1,2,7-trimethylnaphthalene 0.2948 0.2451 0.2857 14.387 1.8494 -0.0037041 3.0321e-06 
1,2,8-trimethylnaphthalene 0.2948 0.2459 0.2857 23.365 1.7915 -0.0035506 2.8867e-06 
1,3,5-trimethylnaphthalene 0.2948 0.2458 0.2857 147.085 1.0844 -0.0022561 2.1056e-06 
1,3,6-trimethylnaphthalene 0.2948 0.2453 0.2857 125.194 1.2158 -0.0025251 2.3005e-06 
1,3,8-trimethylnaphthalene 0.2948 0.2453 0.2857 145.236 1.0955 -0.002276 2.1167e-06 
1,4,5-trimethylnaphthalene 0.2948 0.2453 0.2857 132.037 1.175 -0.0024253 2.2094e-06 
1,3,7-trimethylnaphthalene 0.2948 0.2453 0.2857 201.377 0.6018 -0.0012933 1.4633e-06 
1-butylnaphthalene 0.2921 0.2526 0.2834 233.949 0.5543 -0.001174 1.3753e-06 
2-butylnaphthalene 0.2812 0.244 0.2857 222.764 0.6612 -0.0014412 1.6373e-06 
1,7-diethylnaphthalene 0.2909 0.2477 0.2857 149.966 1.2848 -0.0025907 2.2862e-06 
2,3-diethylnaphthalene 0.2909 0.2477 0.2857 149.966 1.2848 -0.0025907 2.2862e-06 
1,4-diethylnaphthalene 0.2909 0.2479 0.2857 225.7 0.6371 -0.0013324 1.4512e-06 
1,2-diethylnaphthalene 0.2909 0.2477 0.2857 149.966 1.2848 -0.0025907 2.2862e-06 
1,6-diethylnaphthalene 0.2909 0.2477 0.2857 149.966 1.2848 -0.0025907 2.2862e-06 
4,6-dimethyl-1-ethylnaphthalene 0.2909 0.2476 0.2857 147.796 1.291 -0.0026063 2.2981e-06 
2,4-dimethyl-1-ethylnaphthalene 0.2909 0.2476 0.2857 147.796 1.291 -0.0026063 2.2981e-06 
2,5-dimethyl-3-ethylnaphthalene 0.2909 0.2476 0.2857 147.796 1.291 -0.0026063 2.2981e-06 
1,2-dimethyl-4-ethylnaphthalene 0.2909 0.2476 0.2857 147.796 1.291 -0.0026063 2.2981e-06 
1,3-dimethyl-5-ethylnaphthalene 0.2909 0.2476 0.2857 177.292 1.1171 -0.0022887 2.107e-06 
1,4-dimethyl-5-ethylnaphthalene 0.2909 0.2476 0.2857 233.775 0.5955 -0.0012531 1.4089e-06 
1,3-dimethyl-6-ethylnaphthalene 0.2909 0.2476 0.2857 147.796 1.291 -0.0026063 2.2981e-06 
1,4-dimethyl-6-ethylnaphthalene 0.2909 0.2476 0.2857 147.796 1.291 -0.0026063 2.2981e-06 
1,2-dimethyl-7-ethylnaphthalene 0.2909 0.2476 0.2857 147.796 1.291 -0.0026063 2.2981e-06 
2-isobutylnaphthalene 0.2937 0.2561 0.2857 167.382 1.1715 -0.002337 2.0754e-06 
1-isobutylnaphthalene 0.2937 0.2538 0.2857 220.806 0.6104 -0.0013292 1.5371e-06 
2-methyl-1-isopropylnaphthalene 0.2937 0.2507 0.2857 160.446 1.2035 -0.0024082 2.1354e-06 
2-methyl-1-propylnaphthalene 0.2909 0.2511 0.2857 153.308 1.2665 -0.0025509 2.252e-06 
3-methyl-2-isopropylnaphthalene 0.2937 0.2507 0.2857 160.446 1.2035 -0.0024082 2.1354e-06 
3-methyl-2-propylnaphthalene 0.2621 0.2259 0.2616 149.966 1.2848 -0.0025907 2.2862e-06 
1-methyl-2-propylnaphthalene 0.2633 0.2257 0.2624 149.966 1.2848 -0.0025907 2.2862e-06 
1-methyl-3-isopropylnaphthalene 0.2937 0.2507 0.2857 160.446 1.2035 -0.0024082 2.1354e-06 
1-methyl-4-isopropylnaphthalene 0.2636 0.2226 0.2662 160.446 1.2035 -0.0024082 2.1354e-06 
1-methyl-6-isopropylnaphthalene 0.2638 0.2229 0.2647 160.446 1.2035 -0.0024082 2.1354e-06 
1-methyl-7-isopropylnaphthalene 0.2937 0.2475 0.2857 132.183 1.3666 -0.0028656 2.612e-06 
2-methyl-8-isopropylnaphthalene 0.2937 0.2476 0.2857 133.16 1.3608 -0.002849 2.5946e-06 
2-sec-butylnaphthalene 0.2937 0.2567 0.2857 167.86 1.169 -0.0023315 2.0705e-06 
1-sec-butylnaphthalene 0.2937 0.2549 0.2857 211.754 0.8609 -0.0016787 1.6225e-06 
2-tert-butylnaphthalene 0.296 0.2581 0.2857 220.68 0.5451 -0.0011529 1.3424e-06 
1-tert-butylnaphthalene 0.296 0.2507 0.2857 218.849 0.5563 -0.0011864 1.3911e-06 
1,3,5,8-tetramethylnaphthalene 0.2909 0.2425 0.2857 144.948 1.3 -0.002637 2.3348e-06 
1,2,4,6-tetramethylnaphthalene 0.2909 0.2475 0.2857 162.202 1.201 -0.0024467 2.2052e-06 
1,2,3,6-tetramethylnaphthalene 0.2909 0.2475 0.2857 146.606 1.2916 -0.0026116 2.304e-06 
1,4,5,8-tetramethylnaphthalene 0.2909 0.2425 0.2857 38.259 1.8882 -0.0036805 2.9444e-06 
1,2,3,4-tetramethylnaphthalene 0.2909 0.2475 0.2857 86.328 1.629 -0.0032144 2.6586e-06 
1,2,5,8-tetramethylnaphthalene 0.2909 0.2425 0.2857 140.624 1.3249 -0.002682 2.3616e-06 
1,2,4,7-tetramethylnaphthalene 0.2909 0.2425 0.2857 231.038 0.6244 -0.00132 1.4725e-06 
1,2,5,6-tetramethylnaphthalene 0.2909 0.2425 0.2857 67.322 1.7321 -0.0034075 2.7871e-06 
1,4,6,7-tetramethylnaphthalene 0.2909 0.2425 0.2857 137.085 1.3451 -0.0027187 2.3834e-06 
1,2,6,8-tetramethylnaphthalene 0.2909 0.2425 0.2857 140.624 1.3249 -0.002682 2.3616e-06 
1,2,4,8-tetramethylnaphthalene 0.2909 0.2425 0.2857 144.948 1.3 -0.002637 2.3348e-06 
1,3,6,7-tetramethylnaphthalene 0.2909 0.2425 0.2857 156.592 1.2325 -0.0025141 2.2612e-06 
2,3,6,7-tetramethylnaphthalene 0.2909 0.2425 0.2857 -96.289 2.588 -0.0048794 3.622e-06 
2-pentylnaphthalene 0.2694 0.236 0.2857 239.458 0.7538 -0.0016421 1.8143e-06 
1-pentylnaphthalene 0.2744 0.238 0.2857 244.739 0.7163 -0.0015726 1.7784e-06 
indane 0.3102 0.2612 0.3022 87.077 0.6876 -0.0017066 1.882e-06 
1,2,3,4-tetrahydronaphthalene 0.2984 0.2575 0.2677 154.318 0.3523 -0.00077637 1.0223e-06 
1-methyl-[1,2,3,4-tetrahydronaphthalene] 0.2969 0.2567 0.2857 173.711 0.4299 -0.00096141 1.2443e-06 
2-methyl-[1,2,3,4-tetrahydronaphthalene] 0.2969 0.2615 0.2857 175.144 0.4201 -0.00093775 1.2187e-06 
1-ethyl-[1,2,3,4-tetrahydronaphthalene] 0.2922 0.2548 0.2857 191.511 0.5107 -0.0011421 1.4161e-06 
2-ethyl-[1,2,3,4-tetrahydronaphthalene] 0.2922 0.2587 0.2857 197.878 0.4684 -0.00104 1.321e-06 
2-propyl-[1,2,3,4-tetrahydronaphthalene] 0.2883 0.2587 0.2857 208.657 0.5986 -0.0013237 1.5538e-06 
1-propyl-[1,2,3,4-tetrahydronaphthalene] 0.2883 0.2546 0.2857 208.055 0.6009 -0.0013449 1.6031e-06 
2-butyl-[1,2,3,4-tetrahydronaphthalene] 0.2851 0.2583 0.2857 234.582 0.6267 -0.0013916 1.6398e-06 
1-butyl-[1,2,3,4-tetrahydronaphthalene] 0.2851 0.2554 0.2857 223.906 0.6964 -0.0015564 1.787e-06 
1-pentyl-[1,2,3,4-tetrahydronaphthalene] 0.2824 0.2558 0.2857 238.457 0.8007 -0.0017843 1.977e-06 
2-pentyl-[1,2,3,4-tetrahydronaphthalene] 0.2824 0.258 0.2857 242.478 0.7754 -0.0017117 1.8916e-06 
